Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Name,Platform,Genre,Publisher
9780,2013.0,0.07,0.04,0.01,0.01,0.12,lostplanet3,x360,shooter,capcom
9781,2010.0,0.0,0.0,0.12,0.0,0.12,makinghistorythegreatwar,psp,strategy,namcobandaigames
9782,2015.0,0.0,0.03,0.09,0.0,0.12,shinmegamitenseidevilsurvivor2,3ds,roleplaying,atlus
9783,2010.0,0.0,0.07,0.03,0.02,0.12,thegodofwartrilogy,ps3,action,sonycomputerentertainment
9784,2010.0,0.1,0.01,0.0,0.01,0.12,danceparadise,x360,misc,mindscape
9785,2009.0,0.11,0.0,0.0,0.01,0.12,backyardbaseball10,ds,sports,atari
9786,2011.0,0.03,0.05,0.02,0.02,0.12,blazbluecontinuumshiftextend,psv,fighting,pqube
9787,2001.0,0.09,0.03,0.0,0.0,0.12,celdamage,xb,racing,electronicarts
9788,2005.0,0.11,0.0,0.0,0.01,0.12,gosudoku,psp,puzzle,sonycomputerentertainment
9789,2011.0,0.0,0.1,0.0,0.02,0.12,alicemadnessreturns,pc,adventure,electronicarts
9790,2003.0,0.09,0.03,0.0,0.0,0.12,ssx3,gba,sports,electronicarts
9791,2008.0,0.11,0.01,0.0,0.01,0.12,mychinesecoach,ds,misc,ubisoft
9792,2009.0,0.06,0.04,0.0,0.01,0.12,dirt2,ds,racing,codemasters
9793,2007.0,0.0,0.0,0.12,0.0,0.12,yamakawashuppanshakanshuushousetsunihonshib,ds,misc,namcobandaigames
9794,2008.0,0.11,0.0,0.0,0.01,0.12,thekingoffighterscollectiontheorochisaga,wii,fighting,ignitionentertainment
9795,2009.0,0.08,0.0,0.03,0.01,0.12,atelieranniealchemistsofseraisland,ds,roleplaying,gust
9796,2004.0,0.09,0.03,0.0,0.0,0.12,breakdown,xb,adventure,electronicarts
9797,2006.0,0.11,0.0,0.0,0.01,0.12,rush,psp,racing,midwaygames
9798,1992.0,0.0,0.0,0.12,0.0,0.12,eccothedolphin,gen,adventure,sega
9799,2014.0,0.01,0.0,0.11,0.0,0.12,thelegendofheroestrailsofcoldsteelii,ps3,roleplaying,nipponichisoftware
9800,2001.0,0.07,0.05,0.0,0.01,0.12,looneytunessheepraider,ps,platform,infogrames
9801,2010.0,0.11,0.0,0.0,0.01,0.12,yardsalehiddentreasuressunnyville,ds,puzzle,konamidigitalentertainment
9802,1999.0,0.0,0.0,0.12,0.0,0.12,harvestmoon2gbc,gb,simulation,ubisoft
9803,2013.0,0.08,0.02,0.01,0.01,0.12,killerisdead,x360,action,deepsilver
9804,2010.0,0.1,0.0,0.01,0.01,0.12,lostinshadow,wii,platform,konamidigitalentertainment
9805,2007.0,0.11,0.0,0.0,0.01,0.12,coryinthehouse,ds,action,disneyinteractivestudios
9806,2003.0,0.09,0.02,0.0,0.0,0.12,x2wolverinesrevenge,gc,platform,activision
9807,2011.0,0.0,0.0,0.12,0.0,0.12,mcdroid,wii,strategy,namcobandaigames
9808,2000.0,0.0,0.0,0.11,0.01,0.12,gallopracer2000,ps,sports,tecmokoei
9809,2004.0,0.09,0.03,0.0,0.0,0.12,showdownlegendsofwrestling,xb,fighting,acclaimentertainment
9810,2011.0,0.0,0.0,0.12,0.0,0.12,macrosstrianglefrontier,psp,action,namcobandaigames
9811,2008.0,0.11,0.0,0.0,0.01,0.12,chessmastertheartoflearning,psp,misc,ubisoft
9812,2010.0,0.11,0.0,0.0,0.01,0.12,petzfantasymoonlightmagic,ds,simulation,ubisoft
9813,2016.0,0.0,0.0,0.12,0.0,0.12,gundambreaker3,psv,action,namcobandaigames
9814,2008.0,0.11,0.0,0.0,0.01,0.12,myfarmaroundtheworld,ds,simulation,atari
9815,2010.0,0.08,0.02,0.0,0.02,0.12,fatprincessfistfulofcake,psp,action,sonycomputerentertainment
9816,2008.0,0.09,0.03,0.0,0.01,0.12,zubo,ds,misc,electronicarts
9817,2007.0,0.09,0.02,0.0,0.0,0.12,streethoops,gc,sports,unknown
9818,2000.0,0.11,0.01,0.0,0.0,0.12,nflqbclub2001,n64,sports,acclaimentertainment
9819,1999.0,0.1,0.02,0.0,0.0,0.12,earthwormjim3d,n64,platform,interplay
9820,1999.0,0.1,0.02,0.0,0.0,0.12,rocketrobotonwheels,n64,platform,ubisoft
9821,1999.0,0.0,0.0,0.05,0.07,0.12,denshadego64,n64,simulation,taito
9822,2007.0,0.09,0.03,0.0,0.0,0.12,godzilladestroyallmonstersmelee,xb,fighting,unknown
9823,2007.0,0.11,0.0,0.0,0.01,0.12,thedaringgameforgirls,ds,adventure,unknown
9824,2013.0,0.09,0.0,0.03,0.01,0.12,conceptioniichildrenofthesevenstars,3ds,roleplaying,screenlife
9825,2007.0,0.11,0.0,0.0,0.01,0.12,animalgenius,ds,puzzle,ubisoft
9826,2002.0,0.06,0.05,0.0,0.02,0.12,segasoccerslam,ps2,sports,sega
9827,2008.0,0.1,0.01,0.0,0.01,0.12,zensesrainforest,ds,puzzle,gamefactory
9828,2008.0,0.06,0.05,0.0,0.02,0.12,doratheexplorerdorasavesthemermaids,ps2,platform,taketwointeractive
9829,2008.0,0.08,0.03,0.0,0.01,0.12,grandtheftautosanandreas,x360,action,taketwointeractive
9830,2006.0,0.09,0.02,0.0,0.01,0.12,phantasystaruniverse,x360,roleplaying,sega
9831,2008.0,0.11,0.0,0.0,0.01,0.12,skatecityheroes,wii,sports,zoodigitalpublishing
9832,2011.0,0.11,0.0,0.0,0.01,0.12,nascarunleashed,x360,racing,activision
9833,2005.0,0.09,0.03,0.0,0.0,0.12,2gamesin1doublepackhotwheelsvelocityxhotwheelsworldrace,gba,racing,thq
9834,2006.0,0.11,0.0,0.0,0.01,0.12,collegehoops2k6,x360,sports,taketwointeractive
9835,2009.0,0.08,0.02,0.0,0.02,0.12,mytranwars,psp,strategy,deepsilver
9836,2007.0,0.11,0.0,0.0,0.01,0.12,mxvsatvuntamed,ds,racing,thq
9837,2007.0,0.08,0.02,0.0,0.02,0.12,princeofpersiarivalswords,psp,action,ubisoft
9838,2011.0,0.0,0.0,0.12,0.0,0.12,mahoushoujolyricalnanohaasportablethegearsofdestiny,psp,fighting,namcobandaigames
9839,2011.0,0.07,0.0,0.04,0.01,0.12,gungnirmayarinogunshintoeiyuusensou,psp,roleplaying,atlus
9840,2009.0,0.11,0.0,0.0,0.01,0.12,dodgeracingchargervschallenger,wii,racing,zushigames
9841,2013.0,0.0,0.0,0.12,0.0,0.12,fateextraccc,psp,action,marvelousentertainment
9842,2007.0,0.06,0.04,0.0,0.01,0.12,rocksmith,pc,misc,unknown
9843,2000.0,0.07,0.05,0.0,0.01,0.12,mtvsportspureride,ps,sports,thq
9844,2001.0,0.0,0.0,0.12,0.0,0.12,sonicadventure2,dc,platform,sega
9845,1996.0,0.07,0.05,0.0,0.01,0.12,burningroad,ps,racing,funsoft
9846,1994.0,0.0,0.0,0.12,0.0,0.12,slayers,snes,roleplaying,banpresto
9847,2010.0,0.0,0.0,0.12,0.0,0.12,superrobotwarsogsagamasoukishinthelordofelemental,ds,strategy,namcobandaigames
9848,2003.0,0.06,0.05,0.0,0.02,0.12,indycarseries,ps2,racing,codemasters
9849,2008.0,0.06,0.05,0.0,0.02,0.12,spacechimps,ps2,platform,brashentertainment
9850,2005.0,0.09,0.03,0.0,0.0,0.12,crashsuperpackcrashbandicoot2ntrancedcrashnitrokart,gba,misc,vivendigames
9851,2004.0,0.0,0.0,0.12,0.0,0.12,famicomminitwinbee,gba,shooter,konamidigitalentertainment
9852,2005.0,0.11,0.0,0.0,0.01,0.12,4gamefunpackmonopolyboggleyahtzeebattleship,ds,misc,atari
9853,2003.0,0.06,0.05,0.0,0.02,0.12,gladiatorswordofvengeance,ps2,action,acclaimentertainment
9854,2010.0,0.08,0.02,0.0,0.02,0.12,naild,ps3,racing,deepsilver
9855,2010.0,0.11,0.0,0.0,0.01,0.12,pixeljunkmonstersdeluxe,psp,strategy,sonycomputerentertainment
9856,2008.0,0.1,0.01,0.0,0.01,0.12,tomclancysendwar,psp,strategy,ubisoft
9857,2003.0,0.09,0.03,0.0,0.0,0.12,ultimatecardgames,gba,misc,telegames
9858,2001.0,0.0,0.0,0.12,0.0,0.12,jikkyoupowerfulproyakyuu8ketteiban,ps2,sports,konamidigitalentertainment
9859,2008.0,0.1,0.01,0.0,0.01,0.12,rubiksworld,ds,puzzle,gamefactory
9860,2006.0,0.09,0.0,0.02,0.01,0.12,lostmagic,ds,roleplaying,ubisoft
9861,2005.0,0.06,0.05,0.0,0.02,0.12,wallacegromitcurseofthewererabbit,ps2,adventure,konamidigitalentertainment
9862,2011.0,0.08,0.03,0.0,0.01,0.12,dreamworkssuperstarkartz,3ds,racing,activision
9863,2010.0,0.11,0.0,0.0,0.01,0.12,minutetowinit,ds,misc,zoogames
9864,2005.0,0.09,0.03,0.0,0.0,0.12,thebiblegame,gba,misc,craveentertainment
9865,2006.0,0.09,0.03,0.0,0.0,0.12,nflheadcoach,xb,sports,electronicarts
9866,2009.0,0.11,0.0,0.0,0.01,0.12,pinballhalloffamethewilliamscollection,x360,misc,craveentertainment
9867,2001.0,0.0,0.0,0.12,0.0,0.12,medarot4kabutokuwagataversion,gb,roleplaying,imagineer
9868,2010.0,0.11,0.0,0.0,0.01,0.12,backyardsportsfootballrookierush,x360,sports,atari
9869,2014.0,0.03,0.05,0.02,0.02,0.12,sacred3,ps3,roleplaying,deepsilver
9870,2007.0,0.11,0.0,0.0,0.01,0.12,majorleaguebaseball2k6,psp,sports,unknown
9871,2010.0,0.09,0.02,0.0,0.01,0.12,vacationislebeachparty,wii,misc,warnerbrosinteractiveentertainment
9872,2011.0,0.11,0.0,0.0,0.01,0.12,fitinsix,wii,sports,ubisoft
9873,2010.0,0.0,0.0,0.12,0.0,0.12,mahoushoujolyricalnanohaasportablethebattleofaces,psp,shooter,namcobandaigames
9874,2005.0,0.08,0.03,0.0,0.0,0.12,ededdneddythemisedventures,gba,platform,midwaygames
9875,2003.0,0.06,0.05,0.0,0.02,0.12,onimushabladewarriors,ps2,fighting,capcom
9876,2008.0,0.11,0.0,0.0,0.01,0.12,tecmobowlkickoff,ds,sports,tecmokoei
9877,2003.0,0.09,0.02,0.0,0.0,0.12,disneysextremeskateadventure,gc,sports,activision
9878,1998.0,0.07,0.04,0.0,0.01,0.12,akujitheheartless,ps,platform,eidosinteractive
9879,2002.0,0.09,0.02,0.0,0.0,0.12,nba2k2,gc,sports,sega
9880,2016.0,0.03,0.07,0.0,0.02,0.12,7daystodie,ps4,action,telltalegames
9881,2010.0,0.11,0.0,0.0,0.01,0.12,monsterjampathofdestruction,x360,racing,activision
9882,2011.0,0.11,0.0,0.0,0.01,0.12,everybodydance,ps3,misc,sonycomputerentertainment
9883,2005.0,0.09,0.03,0.0,0.0,0.12,psychonauts,xb,platform,thq
9884,2010.0,0.11,0.0,0.0,0.01,0.12,powergigriseofthesixstring,x360,misc,unknown
9885,2013.0,0.06,0.05,0.0,0.01,0.12,deusexhumanrevolution,wiiu,shooter,squareenix
9886,2002.0,0.09,0.02,0.0,0.0,0.12,jeremymcgrathsupercrossworld,gc,racing,acclaimentertainment
9887,2013.0,0.0,0.0,0.12,0.0,0.12,utanoprincesamaallstar,psp,action,broccoli
9888,1996.0,0.07,0.04,0.0,0.01,0.12,hardball5,ps,sports,sps
9889,2005.0,0.06,0.05,0.0,0.02,0.12,airbornetroopscountdowntodday,ps2,shooter,playlogicgamefactory
9890,2003.0,0.09,0.03,0.0,0.0,0.12,mlbinsidepitch2003,xb,sports,microsoftgamestudios
9891,2013.0,0.0,0.1,0.0,0.02,0.12,armaiii,pc,shooter,bohemiainteractive
9892,2014.0,0.04,0.07,0.0,0.01,0.12,thewalkingdeadseasontwo,x360,adventure,telltalegames
9893,2007.0,0.11,0.0,0.0,0.01,0.12,marveltradingcardgame,ds,misc,konamidigitalentertainment
9894,2014.0,0.0,0.0,0.12,0.0,0.12,onepiecesupergrandbattlex,3ds,fighting,namcobandaigames
9895,2011.0,0.07,0.03,0.0,0.01,0.12,thepenguinsofmadagascardrblowholereturnsagain,ds,action,thq
9896,2011.0,0.08,0.03,0.0,0.01,0.12,selfdefensetrainingcamp,x360,sports,ubisoft
9897,2005.0,0.1,0.01,0.0,0.01,0.12,battlesofprinceofpersia,ds,strategy,ubisoft
9898,2011.0,0.08,0.0,0.03,0.01,0.12,decasportsextreme,3ds,sports,hudsonsoft
9899,2007.0,0.1,0.01,0.0,0.01,0.12,cruisn,wii,racing,midwaygames
9900,2016.0,0.01,0.0,0.1,0.0,0.12,hatsunemikuprojectdivax,psv,misc,sega
9901,1994.0,0.0,0.0,0.12,0.0,0.12,battlearenatoshindenremix,sat,fighting,sega
9902,2016.0,0.02,0.06,0.01,0.02,0.12,assassinscreedchronicles,psv,action,ubisoft
9903,2002.0,0.09,0.02,0.0,0.0,0.12,legendsofwrestlingii,gc,fighting,acclaimentertainment
9904,2014.0,0.02,0.08,0.0,0.01,0.12,tropico5,pc,simulation,kalypsomedia
9905,2011.0,0.0,0.0,0.12,0.0,0.12,aceanothercenturysepisodeportable,psp,simulation,namcobandaigames
9906,2016.0,0.0,0.0,0.12,0.0,0.12,dragonquestbuildersrevivealefgard,ps3,roleplaying,squareenix
9907,2015.0,0.08,0.02,0.01,0.01,0.12,rodeatheskysoldier,wiiu,action,nipponichisoftware
9908,2009.0,0.11,0.0,0.0,0.01,0.12,peggledualshot,ds,puzzle,popcapgames
9909,2002.0,0.0,0.0,0.11,0.0,0.12,jikkyoupowerfulproyakyuu9,gc,sports,konamidigitalentertainment
9910,2010.0,0.08,0.03,0.0,0.01,0.12,sniperelite,wii,shooter,reefentertainment
9911,2016.0,0.0,0.0,0.12,0.0,0.12,etrianodysseyv,3ds,roleplaying,atlus
9912,2014.0,0.0,0.0,0.12,0.0,0.12,jikkyoupowerfulproyakyuu2014,psv,sports,konamidigitalentertainment
9913,2007.0,0.06,0.04,0.0,0.02,0.12,barbieastheislandprincess,ps2,adventure,activision
9914,1998.0,0.07,0.04,0.0,0.01,0.12,crimekiller,ps,racing,interplay
9915,2008.0,0.11,0.0,0.0,0.01,0.12,npplchampionshippaintball2009,wii,shooter,activisionvalue
9916,2004.0,0.09,0.03,0.0,0.0,0.12,backyardwrestling2theregoestheneighborhood,xb,fighting,eidosinteractive
9917,2010.0,0.09,0.02,0.0,0.01,0.12,dementiumii,ds,shooter,southpeakgames
9918,2015.0,0.01,0.09,0.0,0.02,0.12,donbradmancricket14,ps4,sports,trubluentertainment
9919,2008.0,0.11,0.0,0.0,0.01,0.12,usatodaycrosswordchallenge,ds,puzzle,destineer
9920,2015.0,0.02,0.03,0.05,0.01,0.12,megatagmensionblancneptunevszombies,psv,action,ideafactoryinternational
9921,1994.0,0.0,0.0,0.12,0.0,0.12,bishoujosenshisailormoonsjuugairantoushuyakusoudatsusen,snes,fighting,angelstudios
9922,2001.0,0.0,0.0,0.11,0.01,0.12,sdgundamggenerationfif,ps,strategy,namcobandaigames
9923,2011.0,0.11,0.0,0.0,0.01,0.12,jawsultimatepredator,3ds,action,majescoentertainment
9924,2016.0,0.0,0.0,0.12,0.0,0.12,yakuzakiwami,ps3,adventure,sega
9925,2008.0,0.1,0.0,0.01,0.01,0.12,raideniv,x360,shooter,moss
9926,2014.0,0.02,0.02,0.06,0.01,0.12,deceptionivbloodties,ps3,action,tecmokoei
9927,2013.0,0.08,0.03,0.0,0.01,0.12,thewalkingdeadsurvivalinstinct,wiiu,shooter,activision
9928,2009.0,0.11,0.0,0.0,0.01,0.12,rockbandmetaltrackpack,ps3,misc,mtvgames
9929,2009.0,0.11,0.0,0.0,0.01,0.12,charmgirlsclubmyperfectprom,ds,simulation,electronicarts
9930,2011.0,0.06,0.03,0.0,0.02,0.12,dreamworkssuperstarkartz,ps3,racing,activision
9931,1993.0,0.0,0.0,0.12,0.0,0.12,harukanaruaugusta2masters,snes,sports,tesoft
9932,2005.0,0.09,0.03,0.0,0.0,0.12,castlevaniacurseofdarkness,xb,action,konamidigitalentertainment
9933,2011.0,0.08,0.03,0.0,0.01,0.12,spidermanedgeoftime,3ds,action,activision
9934,2000.0,0.07,0.04,0.0,0.01,0.12,mobil1rallychampionship,ps,racing,electronicarts
9935,2002.0,0.0,0.0,0.12,0.0,0.12,kingofcolosseumredshinnipponxzennipponxpancrasedisc,ps2,fighting,spike
9936,2002.0,0.08,0.03,0.0,0.0,0.12,turokevolution,gba,shooter,acclaimentertainment
9937,2009.0,0.11,0.0,0.0,0.01,0.12,thecliquedissandmakeup,ds,adventure,warnerbrosinteractiveentertainment
9938,2014.0,0.0,0.0,0.12,0.0,0.12,loveliveschoolidolparadise,psv,misc,kadokawagames
9939,2001.0,0.06,0.04,0.0,0.01,0.12,rugratstotallyangelica,ps,adventure,thq
9940,2003.0,0.06,0.04,0.0,0.01,0.12,nightshade,ps2,action,sega
9941,2008.0,0.1,0.01,0.0,0.01,0.12,nfltour,ps3,sports,electronicarts
9942,2012.0,0.05,0.05,0.0,0.01,0.12,ridgeracerunbounded,x360,racing,namcobandaigames
9943,2004.0,0.09,0.03,0.0,0.0,0.12,csicrimesceneinvestigation,xb,adventure,ubisoft
9944,2010.0,0.07,0.02,0.0,0.02,0.12,thelordoftheringsaragornsquest,psp,action,warnerbrosinteractiveentertainment
9945,2010.0,0.06,0.05,0.0,0.01,0.12,yogibearthevideogame,wii,action,d3publisher
9946,2014.0,0.02,0.02,0.06,0.01,0.12,makaishintrillion,psv,roleplaying,ideafactory
9947,2003.0,0.09,0.03,0.0,0.0,0.12,buffythevampireslayerchaosbleeds,xb,action,vivendigames
9948,2010.0,0.0,0.1,0.0,0.02,0.12,losthorizon,pc,adventure,deepsilver
9949,1997.0,0.0,0.0,0.12,0.0,0.12,hanagumitaisencolumns,sat,puzzle,sega
9950,2007.0,0.0,0.0,0.12,0.0,0.12,talesofdestiny2,psp,roleplaying,namcobandaigames
9951,2005.0,0.09,0.02,0.0,0.0,0.12,teenagemutantninjaturtles3mutantnightmare,gc,action,konamidigitalentertainment
9952,2011.0,0.0,0.0,0.12,0.0,0.12,powerprokunpocket14,ds,sports,konamidigitalentertainment
9953,2011.0,0.06,0.04,0.0,0.01,0.12,getupanddance,wii,misc,ogames
9954,2008.0,0.11,0.0,0.0,0.01,0.12,mervgriffinscrosswords,wii,puzzle,thq
9955,2011.0,0.07,0.03,0.0,0.01,0.12,rangothevideogame,ds,action,electronicarts
9956,2009.0,0.07,0.03,0.0,0.02,0.12,planet51,ps3,action,sega
9957,2007.0,0.11,0.0,0.0,0.01,0.12,ultimatepuzzlegamessudokuedition,ds,puzzle,telegames
9958,2014.0,0.06,0.01,0.02,0.02,0.12,tokyotwilightghosthunters,psv,roleplaying,aksysgames
9959,2015.0,0.08,0.03,0.0,0.01,0.12,deadpool,xone,action,activision
9960,1991.0,0.0,0.0,0.12,0.0,0.12,unsquadron,snes,shooter,capcom
9961,1996.0,0.06,0.04,0.0,0.01,0.12,tecmosuperbowl,ps,sports,tecmokoei
9962,2007.0,0.1,0.01,0.0,0.01,0.12,tmnt,psp,action,ubisoft
9963,2005.0,0.09,0.02,0.0,0.0,0.12,doratheexplorerjourneytothepurpleplanet,gc,adventure,globalstar
9964,1998.0,0.0,0.0,0.12,0.0,0.12,lunar2eternalblue,sat,roleplaying,kadokawashoten
9965,1996.0,0.06,0.04,0.0,0.01,0.12,nhlpowerplay96,ps,sports,virgininteractive
9966,1998.0,0.06,0.04,0.0,0.01,0.12,thousandarms,ps,roleplaying,atlus
9967,2011.0,0.09,0.02,0.0,0.01,0.12,deblob2,ds,platform,thq
9968,2001.0,0.09,0.02,0.0,0.0,0.12,arcticthunder,xb,racing,midwaygames
9969,2014.0,0.07,0.01,0.0,0.03,0.12,hyperdimensionneptuniarebirth3,psv,action,ideafactoryinternational
9970,2006.0,0.09,0.02,0.0,0.0,0.12,barnyard,gc,action,thq
9971,1998.0,0.0,0.0,0.11,0.01,0.12,stolensong,ps,adventure,sonycomputerentertainment
9972,2011.0,0.07,0.03,0.0,0.01,0.12,darkspore,pc,roleplaying,electronicarts
9973,2013.0,0.09,0.01,0.0,0.01,0.12,2in1combopacksonicheroessupermonkeyballdeluxe,x360,misc,ubisoft
9974,2013.0,0.0,0.0,0.12,0.0,0.12,armoredcoreverdictday,ps3,simulation,fromsoftware
9975,2008.0,0.0,0.0,0.12,0.0,0.12,yattamandsbikkuridokkiridaisakusendakoron,ds,action,takaratomy
9976,2008.0,0.06,0.04,0.0,0.01,0.12,harveybirdmanattorneyatlaw,ps2,adventure,capcom
9977,2011.0,0.11,0.0,0.0,0.01,0.12,wipeout2,ps3,misc,activision
9978,2009.0,0.07,0.03,0.0,0.01,0.12,dawnofdiscovery,ds,simulation,ubisoft
9979,2007.0,0.0,0.0,0.12,0.0,0.12,deathnotekiragame,ds,adventure,konamidigitalentertainment
9980,1995.0,0.0,0.0,0.11,0.01,0.12,sengokucyberfujimarujigokuhen,ps,strategy,sonycomputerentertainment
9981,2007.0,0.0,0.0,0.12,0.0,0.12,hisshoupachinkopachislotkouryakuseriesvol10crshinseikievangelionkisekinokachi,ps2,misc,d3publisher
9982,2007.0,0.0,0.0,0.12,0.0,0.12,asharchaicsealedheat,ds,roleplaying,nintendo
9983,2007.0,0.09,0.02,0.0,0.01,0.12,happyfeettwo,ds,action,warnerbrosinteractiveentertainment
9984,2011.0,0.11,0.0,0.0,0.01,0.12,brunswickprobowling,3ds,sports,craveentertainment
9985,2007.0,0.1,0.01,0.0,0.01,0.12,fantasticfourriseofthesilversurfer,x360,action,taketwointeractive
9986,2009.0,0.0,0.0,0.12,0.0,0.12,dorabase2nettouultrastadium,ds,sports,namcobandaigames
9987,1994.0,0.0,0.0,0.12,0.0,0.12,centerringboxing,sat,fighting,jvc
9988,2002.0,0.09,0.02,0.0,0.0,0.12,nhl2k3,xb,sports,sega
9989,2010.0,0.02,0.07,0.0,0.02,0.12,puzzlerworld2,ds,puzzle,ubisoft
9990,2002.0,0.09,0.02,0.0,0.0,0.12,diehardvendetta,gc,shooter,ndaproductions
9991,2015.0,0.0,0.1,0.0,0.02,0.12,swordartonlinehollowfragment,ps4,roleplaying,namcobandaigames
9992,2002.0,0.05,0.04,0.02,0.01,0.12,f12002,ps2,racing,electronicarts
9993,2011.0,0.11,0.0,0.0,0.01,0.12,hasbrofamilygamenightfunpack,wii,misc,electronicarts
9994,2005.0,0.11,0.0,0.0,0.01,0.12,fifasoccer,psp,sports,electronicarts
9995,2016.0,0.02,0.07,0.01,0.02,0.12,deadislanddefinitivecollection,ps4,action,deepsilver
9996,2003.0,0.09,0.02,0.0,0.0,0.12,sphinxandthecursedmummy,xb,action,thq
9997,2008.0,0.11,0.0,0.0,0.01,0.12,armymensoldiersofmisfortune,ds,shooter,zoogames
9998,2001.0,0.08,0.03,0.0,0.0,0.11,gtadvance2rallyracing,gba,racing,thq
9999,2008.0,0.11,0.0,0.0,0.01,0.11,mysterypiportraitofathief,ds,adventure,unknown
10000,2012.0,0.0,0.0,0.11,0.0,0.11,yakuza,ps3,action,sega
10001,2000.0,0.0,0.0,0.11,0.0,0.11,doa2deadoralive2hardcore,ps2,fighting,tecmokoei
10002,2009.0,0.08,0.0,0.03,0.01,0.11,awitchstale,ds,roleplaying,nipponichisoftware
10003,2010.0,0.11,0.0,0.0,0.01,0.11,hollywoodsquares,wii,misc,ubisoft
10004,2004.0,0.09,0.02,0.0,0.0,0.11,cabelasdeerhunt2005season,xb,sports,activision
10005,2002.0,0.09,0.02,0.0,0.0,0.11,splashdown,xb,racing,atari
10006,1995.0,0.0,0.0,0.11,0.0,0.11,nobunaganoyaboutenshoki,sat,strategy,tecmokoei
10007,2001.0,0.0,0.09,0.0,0.02,0.11,stronghold,pc,strategy,gatheringofdevelopers
10008,2008.0,0.09,0.02,0.0,0.01,0.11,warhammerbattlemarch,x360,strategy,deepsilver
10009,2000.0,0.06,0.04,0.0,0.01,0.11,f1racingchampionship,ps,racing,videosystem
10010,2004.0,0.09,0.02,0.0,0.0,0.11,deadmanshand,xb,shooter,atari
10011,2003.0,0.06,0.04,0.0,0.01,0.11,smashcars,ps2,racing,metro3d
10012,2006.0,0.06,0.04,0.0,0.01,0.11,nascar07,ps2,racing,electronicarts
10013,2008.0,0.11,0.0,0.0,0.01,0.11,karaokerevolutionpresentsamericanidolencore2,ps3,misc,konamidigitalentertainment
10014,2011.0,0.08,0.02,0.0,0.01,0.11,nickelodeondance,x360,misc,taketwointeractive
10015,2005.0,0.09,0.0,0.02,0.01,0.11,pacnroll,ds,platform,namcobandaigames
10016,2010.0,0.11,0.0,0.0,0.01,0.11,cabelasnorthamericanadventures,ps3,sports,activision
10017,2008.0,0.1,0.0,0.0,0.01,0.11,mechanicmaster,ds,puzzle,midwaygames
10018,2005.0,0.0,0.0,0.11,0.0,0.11,jikkyoupowerfulproyakyuu12ketteiban,ps2,sports,konamidigitalentertainment
10019,2006.0,0.0,0.0,0.11,0.0,0.11,meltybloodactcadenza,ps2,fighting,sega
10020,2007.0,0.05,0.04,0.02,0.01,0.11,dokaponkingdom,ps2,roleplaying,sting
10021,2002.0,0.09,0.02,0.0,0.0,0.11,toejamearliiimissiontoearth,xb,action,sega
10022,2002.0,0.08,0.03,0.0,0.0,0.11,phantasystarcollection,gba,roleplaying,atari
10023,1998.0,0.0,0.0,0.11,0.0,0.11,doukokushoshite,sat,adventure,dataeast
10024,2004.0,0.08,0.03,0.0,0.0,0.11,legoknightskingdom,gba,action,thq
10025,2012.0,0.0,0.0,0.11,0.0,0.11,finalfantasyiii,psp,roleplaying,squareenix
10026,2011.0,0.08,0.02,0.0,0.01,0.11,familygamenight4thegameshow,ps3,misc,electronicarts
10027,2007.0,0.0,0.0,0.11,0.0,0.11,retrogamechallenge,ds,action,namcobandaigames
10028,2002.0,0.08,0.03,0.0,0.0,0.11,nbajam2002,gba,sports,acclaimentertainment
10029,2006.0,0.1,0.01,0.0,0.01,0.11,everyextendextra,psp,shooter,disneyinteractivestudios
10030,2005.0,0.06,0.04,0.0,0.01,0.11,shiningforceneo,ps2,roleplaying,sega
10031,2015.0,0.08,0.02,0.0,0.01,0.11,tonyhawksproskater5,xone,sports,activision
10032,2008.0,0.11,0.0,0.0,0.01,0.11,brainquestgrades56,ds,misc,electronicarts
10033,2009.0,0.11,0.0,0.0,0.01,0.11,singstarlatino,ps3,misc,sonycomputerentertainment
10034,2009.0,0.11,0.0,0.0,0.01,0.11,girltime,ds,simulation,thq
10035,2004.0,0.09,0.02,0.0,0.0,0.11,armymensargeswar,xb,shooter,globalstar
10036,2007.0,0.09,0.01,0.0,0.01,0.11,ultimatemortalkombat,ds,fighting,midwaygames
10037,2012.0,0.0,0.0,0.11,0.0,0.11,pocketsoccerleaguecalciobit,3ds,sports,nintendo
10038,1994.0,0.06,0.04,0.0,0.01,0.11,primalrage,ps,fighting,timewarnerinteractive
10039,2006.0,0.09,0.02,0.0,0.0,0.11,fifastreet2,gc,sports,electronicarts
10040,2016.0,0.03,0.08,0.0,0.01,0.11,dirtrally,xone,racing,codemasters
10041,2010.0,0.0,0.0,0.11,0.0,0.11,heartcatchprecureosharecollection,ds,action,namcobandaigames
10042,2016.0,0.0,0.08,0.02,0.01,0.11,uefaeuro2016,ps3,sports,konamidigitalentertainment
10043,2005.0,0.06,0.04,0.0,0.01,0.11,taitolegends,ps2,misc,empireinteractive
10044,2002.0,0.08,0.03,0.0,0.0,0.11,tomclancysrainbowsixroguespear,gba,shooter,ubisoft
10045,1999.0,0.06,0.04,0.0,0.01,0.11,boombots,ps,fighting,southpeakgames
10046,2007.0,0.1,0.0,0.0,0.01,0.11,monstermadnessbattleforsuburbia,x360,shooter,southpeakgames
